受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26042306,21,1,59.5,49.2,52.4,48.6,45.8,53.9,50.1,45.5,44.1,49.4,47.8,42.3,52.9,65.3,60.8,42.9,54.9,49.7,41.9,44.4,56.3,48.8,53.5,41.4,47.0,53.9,49.8,47.7,54.8,42.8,47.5,48.8,48.1,47.9,57.2,40.0,50.2,42.3
26042308,21,1,35.7,60.7,59.5,46.9,41.8,51.6,61.8,25.9,36.7,55.1,70.3,63.7,29.6,32.4,31.1,30.8,36.6,34.4,41.9,56.9,33.3,49.9,58.1,46.9,42.6,53.9,49.8,55.9,54.8,47.8,60.9,53.3,39.9,41.7,40.7,40.0,45.2,52.2
26042309,21,0,62.2,56.1,48.1,51.6,53.8,56.1,65.8,40.1,49.0,51.8,67.7,55.7,56.4,53.0,57.1,47.0,59.5,65.0,58.4,44.4,48.6,56.7,58.1,57.8,42.6,58.3,57.9,57.5,49.2,52.8,60.9,57.9,45.2,44.8,40.7,47.9,55.1,52.2
26042312,21,0,49.9,37.7,53.4,36.9,57.9,27.1,50.1,49.9,45.3,26.5,35.0,42.3,61.4,69.5,49.7,67.2,59.5,45.9,50.2,50.6,64.0,36.6,39.6,25.1,55.9,36.5,45.7,39.4,43.5,27.8,47.5,48.8,41.9,35.4,46.2,51.9,50.2,42.3
26042316,21,0,50.7,57.6,48.3,61.2,69.9,68.0,69.7,60.8,57.6,60.8,63.7,63.7,39.8,32.4,49.7,34.9,41.1,45.9,37.8,63.2,44.8,69.6,62.8,63.2,64.8,62.6,61.9,72.3,60.4,67.8,69.8,67.0,55.8,60.5,35.2,63.8,60.1,62.0
26042504,21,0,65.7,51.6,65.3,46.9,63.9,53.9,61.8,45.5,53.9,58.3,52.4,63.7,36.7,40.6,31.1,42.9,36.6,38.2,46.0,50.6,44.8,44.6,58.1,57.8,33.6,45.2,41.7,47.7,49.2,42.8,56.4,44.2,50.4,60.5,51.7,40.0,50.2,42.3
26043001,25,0,44.7,60.9,47.2,51.6,55.8,33.0,42.2,47.7,37.9,58.3,41.7,55.7,52.5,48.9,60.8,55.0,45.7,42.0,54.3,50.6,56.3,53.7,58.1,52.3,51.5,58.3,41.7,52.6,49.2,52.8,51.9,53.3,50.5,44.8,46.2,55.9,55.1,57.1
26043002,21,0,33.5,38.1,45.5,32.4,47.8,43.4,54.0,43.4,29.4,37.9,52.4,55.7,32.3,40.6,42.3,38.9,45.7,34.4,25.5,44.4,40.9,35.9,48.9,41.4,55.9,27.8,29.5,52.6,43.5,57.8,60.9,44.2,37.0,57.3,51.7,32.0,20.0,27.6
26050201,22,0,38.9,46.8,42.5,44.7,55.8,32.3,34.4,41.2,46.5,37.1,52.4,45.0,40.6,44.7,34.8,38.9,45.7,38.2,58.4,50.6,40.9,34.0,39.6,30.5,51.5,32.2,41.7,47.7,60.4,52.8,43.0,39.7,55.9,57.3,62.7,44.0,55.1,42.3
26050702,21,0,27.8,35.1,57.8,54.2,45.8,57.6,57.9,48.8,56.3,57.5,50.4,45.0,58.3,53.0,60.8,67.2,64.1,42.0,58.4,50.6,48.6,56.3,53.5,63.2,51.5,53.9,49.8,49.3,43.5,47.8,56.4,48.8,53.2,47.9,57.2,55.9,50.2,47.3
26050901,22,0,58.5,50.2,70.3,54.9,47.8,44.2,34.4,30.2,24.5,20.0,24.3,45.0,41.2,40.6,31.1,42.9,36.6,61.2,46.0,44.4,48.6,53.7,48.9,41.4,60.4,58.3,49.8,34.5,49.2,42.8,29.6,35.1,37.3,35.4,35.2,55.9,35.3,52.2
