受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26040702,21,1,56.2,43.4,57.6,48.4,53.8,45.7,50.1,49.9,45.3,48.6,39.1,55.7,43.3,44.7,60.8,38.9,36.6,49.7,50.2,38.1,48.6,47.2,62.8,46.9,51.5,40.9,41.7,49.3,60.4,47.8,38.6,53.3,50.4,60.5,51.7,44.0,50.2,37.4
26040704,21,0,35.1,30.3,66.4,51.5,45.8,46.4,57.9,49.9,51.4,48.6,47.3,45.0,48.9,44.7,49.7,51.0,45.7,45.9,58.4,50.6,48.6,49.5,44.2,46.9,51.5,53.9,49.8,52.6,43.5,52.8,56.4,53.3,59.6,47.9,62.7,63.8,55.1,52.2
26040706,21,0,24.8,51.2,52.7,51.2,53.8,40.5,46.2,43.4,51.4,55.9,41.2,63.7,43.3,40.6,46.0,51.0,45.7,38.2,37.8,50.6,56.3,49.5,53.5,41.4,55.9,53.9,41.7,50.9,43.5,52.8,56.4,48.8,54.6,57.3,57.2,51.9,40.3,52.2
26040707,21,1,51.0,54.5,64.2,45.1,65.9,48.6,46.2,42.3,39.2,60.8,67.7,63.7,44.6,40.6,46.0,55.0,45.7,34.4,58.4,56.9,37.1,48.4,62.8,25.1,55.9,53.9,45.7,52.6,60.4,52.8,43.0,53.3,44.5,60.5,35.2,32.0,55.1,52.2
26040708,21,0,44.8,46.0,62.0,61.7,31.7,24.8,30.5,36.8,26.9,40.4,29.4,47.6,29.0,36.5,49.7,30.8,41.1,45.9,29.6,25.6,37.1,31.3,35.0,25.1,55.9,40.9,25.4,24.6,43.5,27.8,25.2,30.6,20.0,47.9,29.7,20.1,20.0,20.0
26040712,21,0,55.9,59.4,59.3,50.2,65.9,26.3,50.1,49.9,25.7,51.8,37.6,66.4,34.4,32.4,57.1,47.0,45.7,26.7,54.3,25.6,37.1,29.8,44.2,25.1,42.6,36.5,33.6,50.9,49.2,47.8,47.5,57.9,40.5,44.8,51.7,24.1,60.1,32.5
26040713,22,1,54.4,58.0,60.9,53.8,49.8,38.2,50.1,40.1,37.9,49.4,51.4,47.6,45.2,44.7,57.1,47.0,41.1,38.2,58.4,50.6,40.9,33.6,48.9,20.0,42.6,45.2,37.6,41.1,54.8,42.8,34.1,44.2,45.3,47.9,40.7,51.9,50.2,47.3
26040802,21,0,44.0,57.0,47.4,52.8,63.9,59.1,54.0,49.9,49.0,57.5,57.0,61.0,46.2,48.9,46.0,38.9,45.7,53.5,54.3,44.4,48.6,58.2,53.5,52.3,64.8,58.3,45.7,55.9,60.4,52.8,51.9,53.3,51.4,60.5,51.7,44.0,45.2,47.3
26040803,21,0,53.4,40.4,50.5,49.4,61.9,41.9,50.1,45.5,30.6,60.8,64.2,66.4,40.2,32.4,42.3,42.9,36.6,53.5,50.2,50.6,40.9,32.5,48.9,25.1,47.0,36.5,33.6,46.0,43.5,62.8,38.6,44.2,40.4,60.5,35.2,36.0,35.3,47.3
26040901,24,1,51.9,48.1,64.3,43.0,57.9,53.9,57.9,46.6,45.3,55.1,47.8,61.0,53.5,40.6,57.1,59.1,54.9,57.3,58.4,50.6,40.9,54.1,53.5,46.9,51.5,53.9,57.9,54.2,54.8,57.8,47.5,53.3,54.0,47.9,51.7,59.8,55.1,52.2
26040904,22,0,39.2,57.7,55.1,60.8,39.8,50.1,46.2,52.1,62.5,54.3,56.0,58.3,53.9,44.7,57.1,38.9,54.9,57.3,58.4,56.9,52.4,53.7,53.5,46.9,60.4,53.9,45.7,42.7,49.2,37.8,43.0,48.8,58.2,38.5,62.7,59.8,60.1,62.0
26040908,21,1,50.1,42.4,62.7,32.8,51.8,48.6,61.8,45.5,57.6,34.7,35.5,61.0,58.9,53.0,57.1,67.2,59.5,38.2,50.2,56.9,64.0,38.5,44.2,41.4,20.3,53.9,53.8,55.9,49.2,57.8,56.4,53.3,51.3,57.3,51.7,44.0,50.2,47.3
26041001,23,1,56.6,42.9,62.8,57.4,61.9,46.4,50.1,52.1,56.3,57.5,61.6,63.7,66.8,57.1,64.5,67.2,50.3,57.3,66.6,56.9,64.0,56.0,58.1,57.8,51.5,53.9,49.8,54.2,43.5,52.8,60.9,53.3,64.0,54.2,62.7,59.8,60.1,62.0
26041008,21,1,62.8,50.8,45.7,36.6,59.9,49.4,42.2,56.5,41.6,55.9,54.5,55.7,52.3,57.1,57.1,47.0,36.6,57.3,54.3,44.4,56.3,51.0,62.8,57.8,33.6,53.9,49.8,52.6,43.5,62.8,43.0,57.9,43.1,32.3,51.7,51.9,45.2,47.3
26041401,24,1,55.1,51.8,61.3,53.7,47.8,45.7,42.2,36.8,41.6,34.7,53.4,39.6,57.5,65.3,53.4,67.2,59.5,45.9,33.7,56.9,56.3,45.3,58.1,30.5,60.4,36.5,49.8,42.7,54.8,37.8,56.4,30.6,49.9,47.9,51.7,51.9,50.2,47.3
26041405,29,1,37.0,56.6,48.6,63.9,61.9,59.1,50.1,45.5,47.7,64.1,45.8,45.0,53.5,53.0,57.1,42.9,32.0,42.0,70.7,63.2,56.3,59.0,62.8,41.4,64.8,49.6,61.9,70.7,54.8,67.8,69.8,67.0,62.7,60.5,51.7,63.8,60.1,62.0
26041411,21,0,62.4,51.1,62.4,57.5,49.8,33.8,46.2,49.9,34.3,46.1,37.1,50.3,42.1,48.9,53.4,42.9,41.1,53.5,25.5,25.6,67.8,45.3,62.8,36.0,51.5,40.9,45.7,47.7,26.6,57.8,51.9,53.3,47.7,57.3,62.7,32.0,55.1,20.0
