受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26031806,22,1,60.5,64.1,57.5,46.0,35.7,59.8,54.0,36.8,49.0,51.0,53.9,55.7,55.6,53.0,64.5,42.9,45.7,61.2,46.0,50.6,64.0,48.4,35.0,41.4,60.4,49.6,53.8,50.9,60.4,57.8,56.4,30.6,57.8,60.5,57.2,51.9,55.1,47.3
26031811,21,0,59.8,56.2,46.0,50.3,65.9,50.9,46.2,45.5,53.9,64.1,56.5,42.3,54.1,61.2,53.4,42.9,27.4,61.2,50.2,56.9,64.0,43.1,48.9,46.9,33.6,49.6,49.8,49.3,49.2,42.8,47.5,57.9,53.0,35.4,62.7,55.9,55.1,52.2
26031812,21,1,51.9,44.1,60.4,49.1,53.8,49.4,46.2,41.2,46.5,48.6,56.5,53.0,54.8,53.0,57.1,59.1,54.9,38.2,58.4,56.9,48.6,50.3,53.5,46.9,60.4,40.9,49.8,47.7,60.4,42.8,38.6,53.3,54.1,51.1,51.7,55.9,50.2,57.1
26031903,21,1,53.8,43.6,61.2,48.5,43.8,50.9,46.2,42.3,42.8,42.8,67.7,47.6,46.0,53.0,49.7,42.9,41.1,45.9,46.0,44.4,56.3,46.1,62.8,30.5,64.8,40.9,37.6,31.2,43.5,27.8,38.6,35.1,39.0,51.1,35.2,44.0,45.2,37.4
26031904,22,1,30.0,62.3,57.6,52.7,63.9,59.1,61.8,52.1,53.9,60.8,45.2,37.0,61.0,65.3,57.1,42.9,50.3,65.0,50.2,50.6,71.6,59.0,58.1,57.8,60.4,53.9,49.8,50.9,37.9,47.8,56.4,57.9,58.1,60.5,62.7,51.9,45.2,47.3
26032101,21,0,51.9,64.2,61.4,58.8,45.8,24.8,54.0,41.2,35.5,27.3,53.9,66.4,39.6,32.4,38.5,42.9,36.6,53.5,46.0,63.2,33.3,34.7,58.1,36.0,47.0,27.8,33.6,44.4,60.4,52.8,34.1,39.7,50.7,60.5,35.2,51.9,60.1,52.2
26032502,21,1,63.1,53.1,59.0,41.5,49.8,47.9,42.2,47.7,55.1,57.5,56.0,55.7,51.6,48.9,38.5,47.0,54.9,65.0,62.5,44.4,44.8,53.3,44.2,52.3,64.8,53.9,41.7,49.3,60.4,42.8,47.5,48.8,48.9,54.2,46.2,47.9,45.2,52.2
26032504,21,1,59.2,41.3,47.6,57.4,53.8,50.9,57.9,49.9,57.6,55.1,51.4,61.0,56.6,44.7,60.8,67.2,68.7,42.0,50.2,63.2,40.9,58.6,62.8,52.3,55.9,58.3,49.8,57.5,54.8,57.8,56.4,53.3,61.2,60.5,62.7,51.9,60.1,47.3
26032603,22,0,51.2,61.5,59.8,49.9,45.8,37.5,50.1,51.0,47.7,40.4,48.8,66.4,38.7,32.4,46.0,42.9,45.7,45.9,37.8,56.9,37.1,43.1,44.2,41.4,47.0,40.9,53.8,55.9,43.5,52.8,56.4,62.4,51.2,47.9,57.2,51.9,45.2,47.3
26032702,31,0,25.3,44.1,40.5,21.1,47.8,45.7,54.0,33.5,26.9,26.5,40.6,55.7,35.8,57.1,23.7,47.0,41.1,30.5,41.9,31.9,52.4,32.5,39.6,36.0,47.0,40.9,25.4,46.0,49.2,32.8,56.4,48.8,29.0,38.5,51.7,32.0,20.5,20.0
26032703,22,2,32.7,52.4,70.3,49.5,65.9,62.1,54.0,46.6,50.2,64.1,54.5,45.0,55.2,53.0,49.7,63.1,50.3,49.7,58.4,56.9,44.8,54.1,44.2,52.3,55.9,58.3,49.8,60.8,54.8,62.8,56.4,57.9,62.7,60.5,51.7,63.8,60.1,62.0
26032705,23,1,53.3,50.3,48.4,58.8,45.8,49.4,54.0,47.7,46.5,51.8,48.8,53.0,60.2,44.7,64.5,59.1,54.9,57.3,58.4,56.9,56.3,55.6,39.6,57.8,60.4,53.9,53.8,54.2,49.2,52.8,56.4,53.3,55.2,51.1,51.7,59.8,55.1,52.2
26032802,21,1,35.3,35.4,54.7,44.2,51.8,45.7,50.1,47.7,52.6,42.0,42.7,42.3,54.8,48.9,49.7,67.2,54.9,42.0,62.5,50.6,48.6,54.8,39.6,52.3,64.8,58.3,45.7,50.9,43.5,57.8,47.5,53.3,57.5,57.3,51.7,55.9,60.1,52.2
26033101,23,1,27.6,33.5,52.4,44.1,33.7,37.5,46.2,32.4,45.3,30.6,59.1,55.7,33.1,32.4,49.7,51.0,41.1,22.9,37.8,50.6,33.3,39.3,48.9,46.9,42.6,36.5,41.7,44.4,60.4,52.8,47.5,26.0,48.9,60.5,40.7,51.9,45.2,47.3
26033104,21,1,42.8,56.8,70.3,48.3,55.8,45.7,46.2,34.6,41.6,60.8,59.6,50.3,44.8,44.7,57.1,42.9,41.1,45.9,46.0,56.9,40.9,47.6,58.1,52.3,47.0,45.2,41.7,49.3,60.4,47.8,47.5,44.2,37.0,44.8,40.7,40.0,35.3,42.3
26033106,21,1,52.4,51.7,49.7,52.6,57.9,53.9,50.1,54.3,49.0,60.8,53.9,45.0,36.2,40.6,60.8,42.9,32.0,45.9,37.8,31.9,40.9,56.3,58.1,52.3,60.4,53.9,45.7,47.7,54.8,47.8,43.0,48.8,41.8,51.1,51.7,36.0,45.2,27.6
