受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26031001,21,0,62.6,29.5,52.9,65.1,45.8,29.3,34.4,43.4,33.0,52.6,55.5,61.0,39.8,44.7,34.8,51.0,45.7,42.0,37.8,50.6,40.9,27.1,39.6,30.5,42.6,27.8,33.6,42.7,32.3,52.8,47.5,44.2,31.4,35.4,40.7,44.0,35.3,27.6
26031002,22,0,59.4,46.8,60.4,49.1,69.9,68.0,54.0,45.5,47.7,49.4,62.1,58.3,50.0,44.7,38.5,71.2,41.1,57.3,37.8,56.9,48.6,62.4,62.8,63.2,60.4,49.6,57.9,54.2,60.4,52.8,47.5,53.3,41.9,60.5,46.2,28.1,40.3,37.4
26031003,24,1,55.0,66.1,49.1,60.2,65.9,53.1,57.9,27.0,26.9,60.8,61.1,63.7,34.8,36.5,49.7,38.9,50.3,42.0,33.7,38.1,37.1,34.3,58.1,25.1,47.0,32.2,37.6,37.8,60.4,37.8,29.6,39.7,32.8,57.3,29.7,24.1,45.2,32.5
26031004,21,0,49.0,44.8,56.6,53.7,59.9,43.4,50.1,45.5,37.9,48.6,42.2,55.7,38.5,44.7,42.3,42.9,36.6,53.5,29.6,38.1,52.4,41.9,48.9,41.4,51.5,36.5,45.7,47.7,43.5,47.8,47.5,53.3,38.7,26.0,51.7,40.0,50.2,47.3
26031005,22,0,34.7,39.7,45.4,41.3,53.8,56.8,42.2,37.9,44.1,47.7,49.3,20.0,65.8,65.3,60.8,63.1,64.1,61.2,62.5,38.1,64.0,31.7,39.6,41.4,24.7,36.5,49.8,31.2,43.5,22.8,29.6,48.8,33.6,32.3,46.2,36.0,40.3,37.4
26031102,21,1,54.4,41.9,56.2,58.6,53.8,47.9,46.2,41.2,40.4,47.7,71.8,66.4,41.2,44.7,53.4,42.9,41.1,49.7,33.7,50.6,40.9,49.1,58.1,52.3,47.0,49.6,41.7,49.3,54.8,47.8,47.5,48.8,43.4,51.1,40.7,40.0,60.1,37.4
26031103,21,1,33.2,51.7,56.8,38.5,43.8,34.5,42.2,33.5,39.2,51.8,52.9,55.7,39.4,40.6,34.8,42.9,54.9,34.4,58.4,44.4,37.1,40.0,48.9,25.1,55.9,49.6,33.6,29.6,43.5,42.8,29.6,26.0,48.4,60.5,51.7,32.0,55.1,37.4
26031104,22,0,60.8,63.2,44.6,36.3,57.9,44.2,54.0,45.5,63.7,64.1,51.4,58.3,61.8,48.9,57.1,75.2,50.3,65.0,50.2,63.2,48.6,47.2,58.1,36.0,64.8,23.5,61.9,64.1,60.4,47.8,69.8,62.4,65.3,60.5,62.7,59.8,55.1,62.0
26031105,21,1,53.7,49.4,62.2,45.2,57.9,44.9,46.2,45.5,41.6,64.1,52.4,63.7,43.3,44.7,53.4,47.0,45.7,49.7,46.0,44.4,37.1,48.4,53.5,46.9,51.5,53.9,37.6,55.9,60.4,52.8,56.4,48.8,46.6,54.2,40.7,51.9,45.2,47.3
26031107,21,1,47.9,60.9,67.9,53.2,57.9,40.5,50.1,44.5,50.2,52.6,62.6,63.7,49.4,44.7,49.7,51.0,45.7,65.0,54.3,44.4,40.9,48.0,44.2,52.3,60.4,36.5,49.8,39.4,43.5,32.8,56.4,35.1,46.4,51.1,40.7,51.9,45.2,52.2
26031109,22,0,27.9,47.2,49.0,34.4,53.8,48.6,61.8,43.4,51.4,55.9,45.8,63.7,39.4,48.9,42.3,47.0,50.3,34.4,50.2,38.1,37.1,42.7,44.2,46.9,51.5,40.9,41.7,50.9,32.3,52.8,60.9,53.3,51.4,47.9,62.7,44.0,45.2,47.3
26031111,22,1,47.4,61.5,61.3,57.1,69.9,62.1,54.0,47.7,61.2,60.8,52.9,53.0,51.0,48.9,34.8,67.2,50.3,57.3,41.9,56.9,44.8,53.7,62.8,52.3,51.5,45.2,53.8,60.8,43.5,62.8,65.3,57.9,56.4,57.3,51.7,55.9,60.1,47.3
26031114,22,0,59.2,53.0,64.7,42.1,29.7,34.5,54.0,32.4,40.4,44.5,23.3,63.7,40.8,32.4,38.5,47.0,59.5,30.5,62.5,56.9,29.4,36.6,44.2,36.0,51.5,32.2,41.7,26.3,32.3,37.8,34.1,26.0,49.9,47.9,51.7,51.9,50.2,47.3
26031211,21,1,52.5,48.0,52.5,48.4,65.9,37.5,46.2,37.9,34.3,61.6,51.4,63.7,36.9,36.5,64.5,34.9,36.6,45.9,29.6,56.9,33.3,43.4,53.5,46.9,60.4,27.8,41.7,46.0,60.4,37.8,56.4,35.1,45.5,60.5,35.2,44.0,50.2,47.3
26031301,24,0,57.4,48.2,64.8,34.4,69.9,62.1,61.8,34.6,51.4,64.1,53.4,37.0,68.9,69.5,57.1,51.0,68.7,61.2,62.5,56.9,67.8,52.9,62.8,57.8,51.5,45.2,45.7,64.1,37.9,62.8,69.8,67.0,55.3,60.5,46.2,47.9,60.1,57.1
26031403,21,1,39.3,48.9,54.7,29.2,45.8,26.3,38.3,47.7,33.0,55.1,41.2,58.3,35.8,44.7,46.0,42.9,41.1,34.4,41.9,38.1,40.9,30.9,44.2,36.0,51.5,32.2,21.4,49.3,60.4,42.8,43.0,53.3,44.3,47.9,40.7,51.9,45.2,47.3
26031703,21,1,56.1,49.9,53.9,55.8,51.8,53.9,38.3,43.4,46.5,57.5,65.7,58.3,57.9,53.0,60.8,59.1,59.5,42.0,58.4,56.9,52.4,45.7,44.2,52.3,47.0,36.5,57.9,55.9,54.8,57.8,51.9,53.3,51.6,51.1,62.7,36.0,50.2,47.3
26031710,21,0,37.4,52.0,61.3,30.3,29.7,41.9,38.3,35.7,22.0,20.0,29.4,45.0,42.3,40.6,42.3,71.2,45.7,45.9,41.9,31.9,40.9,21.8,48.9,30.5,33.6,27.8,20.0,26.3,20.0,42.8,29.6,48.8,25.3,22.9,51.7,28.1,35.3,20.0
26031815,21,2,44.3,52.9,44.8,56.3,61.9,56.1,65.8,47.7,49.0,57.5,48.3,66.4,48.7,36.5,53.4,51.0,64.1,49.7,54.3,50.6,37.1,58.2,62.8,63.2,47.0,53.9,53.8,69.0,49.2,67.8,69.8,67.0,60.9,60.5,57.2,55.9,60.1,52.2
26031901,21,1,66.9,59.8,37.4,45.9,67.9,59.8,46.2,30.2,46.5,64.1,60.6,50.3,34.4,40.6,57.1,34.9,27.4,57.3,37.8,38.1,29.4,52.9,62.8,57.8,51.5,45.2,45.7,54.2,60.4,47.8,56.4,48.8,45.5,60.5,35.2,51.9,45.2,42.3
26032103,22,1,57.0,41.8,42.8,42.8,53.8,56.1,46.2,42.3,53.9,42.0,58.0,39.6,57.5,57.1,60.8,55.0,54.9,38.2,62.5,50.6,60.1,62.8,53.5,63.2,51.5,62.6,61.9,55.9,49.2,57.8,60.9,48.8,60.7,47.9,62.7,55.9,60.1,62.0
26032401,21,1,45.4,49.8,63.0,42.0,53.8,56.1,46.2,36.8,55.1,52.6,69.8,66.4,34.6,44.7,38.5,42.9,45.7,34.4,41.9,38.1,37.1,48.0,53.5,46.9,55.9,45.2,41.7,57.5,60.4,57.8,56.4,48.8,51.2,54.2,51.7,51.9,45.2,47.3
26032501,21,0,57.0,60.6,51.2,45.8,49.8,62.8,54.0,45.5,61.2,58.3,56.5,37.0,52.1,44.7,68.2,38.9,54.9,65.0,58.4,25.6,56.3,55.2,44.2,63.2,42.6,62.6,53.8,65.8,54.8,67.8,60.9,62.4,67.3,47.9,73.6,63.8,60.1,62.0
