受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26032601,21,0,46.9,44.9,68.9,31.1,47.8,59.8,69.7,56.5,61.2,35.5,45.2,42.3,54.8,53.0,57.1,47.0,45.7,65.0,50.2,56.9,48.6,55.2,48.9,57.8,47.0,49.6,66.0,57.5,43.5,52.8,56.4,67.0,58.2,44.8,57.2,63.8,60.1,57.1
26032602,21,1,55.5,45.2,49.2,43.6,45.8,35.2,46.2,34.6,35.5,40.4,43.7,45.0,40.6,44.7,49.7,42.9,54.9,42.0,37.8,38.1,44.8,40.0,44.2,41.4,51.5,40.9,37.6,34.5,43.5,47.8,34.1,30.6,41.4,47.9,46.2,44.0,40.3,37.4
26032701,22,0,44.5,49.7,54.7,53.9,25.7,42.7,38.3,47.7,50.2,29.8,60.1,45.0,54.8,53.0,49.7,47.0,59.5,45.9,58.4,50.6,60.1,39.3,44.2,41.4,47.0,36.5,45.7,46.0,54.8,42.8,34.1,57.9,48.1,54.2,51.7,47.9,45.2,37.4
26032706,21,1,51.5,42.9,60.0,40.1,67.9,53.9,69.7,56.5,57.6,55.9,45.8,61.0,48.5,40.6,42.3,67.2,50.3,53.5,41.9,50.6,44.8,55.6,44.2,52.3,60.4,58.3,49.8,67.4,60.4,62.8,60.9,67.0,51.2,54.2,51.7,47.9,50.2,47.3
26032707,21,1,46.6,41.3,46.2,47.4,61.9,46.4,46.2,45.5,42.8,60.8,64.7,58.3,42.5,48.9,46.0,55.0,45.7,30.5,58.4,20.0,64.0,50.3,44.2,41.4,64.8,53.9,41.7,57.5,60.4,52.8,56.4,53.3,42.5,60.5,57.2,28.1,35.3,22.7
26032709,22,1,44.1,42.4,59.5,47.2,57.9,56.8,61.8,41.2,51.4,54.3,69.8,53.0,44.4,40.6,57.1,47.0,36.6,42.0,25.5,63.2,60.1,67.0,62.8,63.2,64.8,58.3,57.9,69.0,60.4,67.8,65.3,62.4,39.9,54.2,51.7,20.1,35.3,42.3
26032711,21,0,66.0,60.4,47.3,60.2,69.9,59.8,65.8,58.7,71.0,64.1,65.7,50.3,58.9,48.9,64.5,51.0,45.7,45.9,66.6,50.6,71.6,69.2,62.8,63.2,55.9,66.9,66.0,69.0,60.4,67.8,60.9,67.0,56.9,51.1,46.2,63.8,60.1,62.0
26032712,21,1,54.3,52.4,61.1,48.4,55.8,43.4,57.9,45.5,46.5,42.0,50.9,58.3,44.8,40.6,42.3,42.9,41.1,45.9,58.4,56.9,44.8,51.8,44.2,46.9,64.8,53.9,41.7,49.3,54.8,57.8,38.6,48.8,51.0,57.3,46.2,44.0,55.1,52.2
26033102,21,0,44.4,45.3,66.4,52.7,67.9,51.6,57.9,47.7,53.9,58.3,51.9,66.4,50.0,48.9,53.4,42.9,50.3,53.5,46.0,56.9,48.6,57.9,48.9,57.8,60.4,53.9,53.8,62.5,54.8,67.8,60.9,53.3,54.0,60.5,40.7,55.9,60.1,52.2
26033103,22,1,57.0,42.5,56.7,43.4,59.9,56.1,61.8,54.3,55.1,61.6,56.5,55.7,46.9,44.7,42.3,51.0,50.3,49.7,54.3,38.1,52.4,60.5,53.5,63.2,51.5,62.6,53.8,60.8,60.4,62.8,56.4,53.3,57.3,60.5,46.2,55.9,60.1,57.1
26033105,21,1,56.9,53.0,64.7,51.0,53.8,39.7,54.0,29.2,44.1,52.6,59.1,50.3,39.2,40.6,38.5,42.9,50.3,45.9,29.6,56.9,40.9,49.9,58.1,41.4,64.8,36.5,49.8,47.7,60.4,47.8,51.9,35.1,54.8,60.5,57.2,51.9,45.2,42.3
26033107,26,1,63.8,30.1,44.9,36.4,53.8,44.2,34.4,42.3,45.3,32.2,41.7,37.0,58.1,65.3,49.7,59.1,50.3,53.5,50.2,50.6,60.1,37.0,44.2,41.4,47.0,36.5,37.6,52.6,43.5,52.8,56.4,53.3,51.2,41.7,62.7,47.9,45.2,52.2
26033108,24,0,59.3,43.3,60.9,38.9,63.9,44.2,42.2,47.7,41.6,46.1,52.9,45.0,52.9,44.7,53.4,63.1,41.1,49.7,54.3,50.6,56.3,42.7,35.0,36.0,51.5,49.6,49.8,52.6,43.5,52.8,56.4,53.3,42.2,41.7,46.2,51.9,35.3,47.3
26040101,21,0,54.1,49.6,68.9,39.9,49.8,42.7,46.2,41.2,49.0,46.9,41.7,42.3,43.5,48.9,34.8,38.9,41.1,53.5,46.0,44.4,56.3,31.7,53.5,36.0,33.6,32.2,37.6,47.7,37.9,57.8,47.5,48.8,37.8,47.9,35.2,40.0,40.3,47.3
26040102,33,0,57.1,51.1,64.4,20.0,61.9,53.9,50.1,43.4,39.2,64.1,51.9,47.6,39.4,53.0,42.3,42.9,45.7,26.7,41.9,63.2,33.3,37.8,30.3,36.0,60.4,36.5,41.7,47.7,32.3,52.8,38.6,67.0,39.5,44.8,51.7,28.1,35.3,47.3
26040203,22,0,44.3,69.4,45.4,54.2,65.9,56.1,73.6,52.1,64.9,57.5,64.2,42.3,50.0,44.7,46.0,55.0,45.7,49.7,41.9,63.2,52.4,68.1,62.8,63.2,64.8,58.3,61.9,64.1,60.4,52.8,65.3,62.4,66.6,60.5,68.1,59.8,55.1,57.1
26040204,21,0,54.9,43.8,67.9,53.4,55.8,59.1,38.3,42.3,49.0,44.5,49.9,61.0,48.1,44.7,57.1,51.0,41.1,61.2,50.2,44.4,40.9,51.0,48.9,52.3,51.5,53.9,45.7,27.9,32.3,32.8,38.6,30.6,42.8,38.5,40.7,47.9,55.1,52.2
26040301,28,1,57.7,59.2,70.3,54.3,49.8,60.6,46.2,33.5,51.4,46.9,43.2,39.6,60.8,53.0,60.8,63.1,50.3,65.0,46.0,63.2,52.4,43.8,39.6,41.4,55.9,40.9,49.8,44.4,60.4,32.8,56.4,35.1,47.6,54.2,40.7,51.9,45.2,52.2
26040302,27,1,49.1,49.4,56.3,37.1,47.8,53.9,50.1,41.2,46.5,53.5,27.4,50.3,50.0,44.7,46.0,59.1,41.1,53.5,33.7,63.2,56.3,38.1,30.3,36.0,55.9,45.2,37.6,20.0,20.0,20.0,20.0,48.8,27.6,29.1,51.7,20.1,30.4,32.5
26040303,22,0,63.0,53.2,57.9,20.0,67.9,48.6,46.2,49.9,55.1,60.8,49.3,55.7,57.5,57.1,31.1,63.1,54.9,57.3,58.4,63.2,48.6,43.4,44.2,52.3,51.5,32.2,49.8,57.5,54.8,52.8,56.4,57.9,56.6,47.9,62.7,55.9,55.1,47.3
26040304,21,0,46.5,43.2,36.7,41.0,65.9,56.8,46.2,31.3,41.6,58.3,48.3,47.6,44.4,44.7,49.7,42.9,50.3,57.3,33.7,44.4,48.6,43.8,48.9,46.9,47.0,45.2,41.7,49.3,43.5,47.8,51.9,53.3,42.5,47.9,46.2,40.0,45.2,42.3
26040307,21,1,31.5,51.9,53.6,20.4,39.8,44.2,50.1,41.2,39.2,46.9,43.2,45.0,47.1,53.0,38.5,47.0,54.9,53.5,41.9,50.6,44.8,37.0,58.1,46.9,47.0,32.2,25.4,50.9,54.8,52.8,43.0,53.3,40.7,47.9,51.7,36.0,40.3,32.5
26040310,21,1,40.7,53.6,68.9,54.8,67.9,43.4,57.9,56.5,40.4,46.9,46.8,50.3,57.3,53.0,57.1,59.1,50.3,45.9,54.3,56.9,60.1,54.4,58.1,52.3,55.9,49.6,49.8,55.9,49.2,57.8,43.0,67.0,50.8,57.3,62.7,40.0,35.3,42.3
26040311,21,0,40.7,40.1,65.4,50.5,49.8,45.7,50.1,47.7,49.0,51.8,47.8,42.3,57.1,65.3,53.4,63.1,54.9,45.9,58.4,50.6,44.8,50.7,48.9,46.9,51.5,53.9,49.8,49.3,43.5,52.8,47.5,53.3,51.2,47.9,57.2,51.9,45.2,47.3
26040312,22,0,62.9,45.2,60.0,62.7,49.8,44.2,57.9,49.9,49.0,51.8,51.9,42.3,61.4,48.9,64.5,47.0,59.5,53.5,58.4,63.2,64.0,44.6,39.6,41.4,33.6,58.3,57.9,52.6,43.5,52.8,56.4,53.3,67.3,60.5,62.7,63.8,60.1,62.0
26040401,21,0,61.6,39.6,40.7,25.6,47.8,43.4,46.2,39.0,39.2,40.4,50.4,45.0,51.4,61.2,49.7,51.0,50.3,45.9,41.9,50.6,56.3,48.8,53.5,46.9,42.6,53.9,49.8,52.6,43.5,52.8,56.4,53.3,48.9,47.9,51.7,51.9,45.2,47.3
26040402,24,0,44.0,42.6,62.0,48.2,43.8,50.9,57.9,42.3,55.1,57.5,47.8,58.3,56.0,53.0,57.1,55.0,59.5,45.9,50.2,63.2,48.6,43.8,48.9,46.9,47.0,32.2,57.9,41.1,43.5,42.8,47.5,39.7,56.7,44.8,68.1,59.8,40.3,52.2
26040405,21,1,55.2,49.7,38.9,52.5,65.9,56.8,61.8,58.7,63.7,64.1,55.5,58.3,73.5,65.3,64.5,75.2,68.7,49.7,70.7,56.9,67.8,72.3,62.8,63.2,64.8,66.9,66.0,62.5,60.4,62.8,60.9,53.3,69.6,60.5,68.1,63.8,60.1,62.0
26040406,22,0,30.2,42.1,49.7,47.9,53.8,46.4,50.1,45.5,66.1,45.3,66.2,47.6,62.0,65.3,38.5,67.2,64.1,57.3,46.0,50.6,67.8,39.3,20.0,52.3,47.0,40.9,57.9,50.9,49.2,42.8,51.9,57.9,61.9,60.5,57.2,55.9,60.1,57.1
26040407,22,0,53.6,20.0,41.0,26.5,55.8,50.1,57.9,36.8,49.0,60.8,54.5,53.0,45.4,53.0,46.0,42.9,50.3,45.9,58.4,31.9,48.6,52.2,58.1,52.3,64.8,40.9,41.7,55.9,60.4,47.8,56.4,53.3,52.7,60.5,57.2,44.0,45.2,42.3
26040408,29,1,48.8,60.1,61.0,64.4,69.9,62.1,69.7,60.8,63.7,64.1,59.6,66.4,57.7,48.9,57.1,51.0,59.5,26.7,70.7,63.2,64.0,65.4,62.8,63.2,60.4,58.3,57.9,72.3,60.4,67.8,69.8,67.0,61.7,60.5,51.7,59.8,60.1,62.0
26040409,21,1,53.1,47.4,46.7,26.3,55.8,39.0,38.3,29.2,31.8,44.5,53.9,66.4,27.9,36.5,38.5,38.9,36.6,42.0,21.4,38.1,37.1,25.2,48.9,20.0,51.5,36.5,20.0,37.8,54.8,47.8,29.6,35.1,22.0,29.1,40.7,32.0,25.4,20.0
26040410,21,1,41.1,65.0,59.6,35.0,35.7,47.9,54.0,56.5,41.6,54.3,46.8,55.7,44.6,40.6,68.2,38.9,32.0,53.5,54.3,50.6,37.1,63.5,62.8,57.8,51.5,62.6,61.9,52.6,60.4,57.8,38.6,53.3,49.6,60.5,35.2,47.9,55.1,57.1
26040411,21,1,44.5,40.8,56.4,52.9,53.8,30.8,50.1,42.3,36.7,49.4,59.1,47.6,47.1,44.7,46.0,51.0,54.9,42.0,58.4,44.4,44.8,43.1,35.0,41.4,51.5,49.6,45.7,50.9,49.2,52.8,47.5,53.3,48.9,60.5,40.7,51.9,45.2,47.3
26040701,21,2,62.7,64.7,57.2,36.0,37.8,42.7,38.3,48.8,56.3,43.7,38.6,45.0,51.2,48.9,53.4,55.0,45.7,53.5,50.2,50.6,48.6,52.9,62.8,46.9,55.9,49.6,45.7,41.1,49.2,42.8,38.6,44.2,50.9,47.9,51.7,51.9,50.2,52.2
26040705,21,1,44.1,52.0,37.2,43.4,41.8,36.0,57.9,32.4,52.6,38.8,50.4,45.0,63.1,61.2,57.1,67.2,68.7,42.0,54.3,56.9,60.1,45.0,44.2,57.8,55.9,27.8,49.8,46.0,49.2,42.8,51.9,44.2,55.7,51.1,62.7,51.9,45.2,52.2
26040801,22,1,44.6,51.6,30.1,58.9,41.8,56.8,46.2,41.2,40.4,41.2,56.0,55.7,45.2,48.9,57.1,51.0,41.1,53.5,41.9,38.1,44.8,51.0,62.8,36.0,55.9,49.6,49.8,34.5,43.5,37.8,38.6,35.1,42.1,44.8,40.7,44.0,50.2,47.3
26040804,22,1,54.4,42.9,60.2,39.4,43.8,44.9,46.2,41.2,46.5,60.8,50.4,45.0,54.6,61.2,53.4,51.0,64.1,53.5,54.3,38.1,48.6,53.7,44.2,46.9,55.9,58.3,53.8,44.4,43.5,52.8,43.0,44.2,54.4,57.3,51.7,55.9,50.2,47.3
26040902,21,1,48.3,29.1,66.7,35.8,43.8,43.4,42.2,43.4,62.5,20.0,53.4,37.0,61.2,53.0,46.0,67.2,59.5,53.5,54.3,56.9,64.0,43.1,39.6,46.9,55.9,40.9,41.7,49.3,37.9,52.8,51.9,53.3,48.6,47.9,46.2,51.9,55.1,47.3
26040903,21,0,47.8,63.0,63.9,51.2,63.9,62.1,69.7,56.5,71.0,54.3,57.5,55.7,63.9,57.1,42.3,67.2,64.1,49.7,58.4,56.9,71.6,61.7,62.8,63.2,51.5,49.6,66.0,60.8,60.4,52.8,60.9,57.9,71.9,60.5,73.6,63.8,60.1,62.0
26041002,21,0,63.4,65.8,56.1,40.4,65.9,68.0,65.8,54.3,63.7,46.9,25.8,50.3,55.4,40.6,53.4,38.9,64.1,61.2,50.2,63.2,56.3,62.0,58.1,63.2,47.0,58.3,66.0,55.9,20.0,62.8,69.8,62.4,54.6,57.3,35.2,63.8,60.1,62.0
