受検No.,年齢,性別,EQ能力_C01_感情の識別_スコア,EQ能力_C02_感情の利用_スコア,EQ能力_C03_感情の理解_スコア,EQ能力_C04_感情の調整_スコア,コンピテンシー_D01_現状認識力_スコア,コンピテンシー_D02_ビジョン創出力_スコア,コンピテンシー_D03_達成行動力_スコア,コンピテンシー_D04_自己管理力_スコア,コンピテンシー_D05_困難克服力_スコア,コンピテンシー_D06_人間関係構築力_スコア,コンピテンシー_D07_コミュニケーション力_スコア,コンピテンシー_D08_組織適応力_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E10_ストレスを強める特性(リスクパターン)_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E11_他者依存_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E12_業績偏重_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E13_完全主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E14_自責傾向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E15_秩序志向_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E16_衝動性_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E17_悲観主義_スコア,潜在的なストレス耐性_ストレスを強める特性(リスクパターン)_E18_自己愛傾向_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E20_ストレス対処法(コーピング)_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E21_気晴らし_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E22_積極対処_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E23_対人_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E24_否認_スコア,潜在的なストレス耐性_ストレス対処法(コーピング)_E25_あきらめ_スコア,潜在的なストレス耐性_ストレス緩和力_E30_ストレス緩和力_スコア,潜在的なストレス耐性_ストレス緩和力_E31_周囲からのサポート_スコア,潜在的なストレス耐性_ストレス緩和力_E32_周囲との調整力_スコア,潜在的なストレス耐性_ストレス緩和力_E33_自己効力感_スコア,潜在的なストレス耐性_ストレス緩和力_E34_安定性_スコア,現在のストレス状態_現在のストレス状態_スコア,現在のストレス状態_仕事(学業)への満足度_スコア,現在のストレス状態_プライベートとのバランス_スコア,現在のストレス状態_抑うつ・不安_スコア,現在のストレス状態_不機嫌・怒り_スコア,現在のストレス状態_無気力感_スコア
26031112,24,0,48.5,52.9,49.5,38.6,51.8,31.5,20.0,58.7,58.8,21.6,20.0,45.0,50.4,48.9,53.4,55.0,59.5,57.3,25.5,50.6,52.4,34.3,58.1,36.0,33.6,36.5,37.6,39.4,54.8,42.8,25.2,48.8,52.3,44.8,62.7,59.8,35.3,47.3
26031202,21,0,45.9,46.3,52.8,49.2,47.8,40.5,46.2,48.8,44.1,40.4,30.4,42.3,44.2,44.7,46.0,38.9,50.3,61.2,29.6,50.6,48.6,25.2,25.7,46.9,29.2,32.2,33.6,41.1,21.0,52.8,51.9,44.2,36.8,47.9,35.2,36.0,40.3,47.3
26031207,21,2,46.4,33.2,43.5,55.2,63.9,56.8,57.9,54.3,62.5,57.5,66.2,61.0,53.5,53.0,49.7,42.9,41.1,57.3,58.4,56.9,56.3,68.9,58.1,63.2,64.8,66.9,57.9,65.8,60.4,57.8,69.8,57.9,59.9,60.5,57.2,59.8,50.2,52.2
26031208,21,1,40.5,45.0,45.5,45.0,51.8,47.9,50.1,36.8,42.8,45.3,63.1,55.7,48.3,48.9,46.0,59.1,45.7,49.7,41.9,50.6,48.6,40.8,58.1,41.4,55.9,32.2,33.6,41.1,54.8,37.8,56.4,26.0,50.0,51.1,51.7,51.9,50.2,42.3
26031209,22,0,62.0,52.5,43.1,46.8,43.8,35.2,34.4,54.3,34.3,54.3,45.8,42.3,39.0,40.6,34.8,42.9,41.1,49.7,58.4,38.1,37.1,21.5,21.1,36.0,33.6,32.2,29.5,27.9,20.0,32.8,29.6,53.3,45.9,38.5,40.7,55.9,55.1,57.1
26031303,21,0,63.2,59.2,52.9,29.5,51.8,44.2,38.3,34.6,35.5,47.7,48.8,66.4,31.0,44.7,42.3,38.9,32.0,49.7,41.9,25.6,29.4,43.8,48.9,57.8,42.6,53.9,25.4,42.7,43.5,47.8,60.9,26.0,26.4,20.0,35.2,44.0,45.2,32.5
26031404,21,0,39.9,51.4,39.3,23.6,49.8,57.6,57.9,41.2,40.4,41.2,44.2,45.0,54.6,69.5,46.0,55.0,45.7,53.5,54.3,56.9,40.9,47.6,44.2,52.3,51.5,40.9,53.8,46.0,37.9,47.8,51.9,48.8,44.3,35.4,51.7,44.0,50.2,52.2
26031407,21,0,64.4,36.7,40.1,34.1,35.7,46.4,34.4,48.8,30.6,23.3,25.3,34.3,55.6,57.1,49.7,51.0,59.5,53.5,54.3,50.6,52.4,42.7,58.1,46.9,42.6,36.5,45.7,37.8,21.0,42.8,43.0,53.3,46.8,47.9,51.7,44.0,45.2,47.3
26031409,21,0,55.2,47.2,66.0,49.8,45.8,44.9,54.0,47.7,40.4,54.3,57.5,47.6,46.6,44.7,53.4,47.0,54.9,49.7,41.9,44.4,48.6,49.9,58.1,46.9,55.9,40.9,49.8,55.9,54.8,52.8,56.4,53.3,44.3,47.9,40.7,51.9,45.2,47.3
26031711,21,0,29.8,59.4,57.4,51.3,45.8,49.4,50.1,40.1,44.1,38.8,63.7,61.0,33.5,40.6,42.3,47.0,41.1,34.4,37.8,38.1,37.1,40.0,53.5,41.4,51.5,40.9,29.5,27.9,43.5,32.8,34.1,26.0,51.2,60.5,46.2,51.9,45.2,47.3
26031813,21,0,62.8,46.6,60.4,46.9,41.8,51.6,50.1,40.1,47.7,51.8,51.4,45.0,47.1,48.9,31.1,47.0,59.5,49.7,54.3,44.4,48.6,43.8,48.9,46.9,42.6,49.6,41.7,54.2,49.2,57.8,60.9,44.2,50.5,51.1,62.7,44.0,35.3,47.3
